max_depth,recall,precision,f1_val,f1_train,eta,max_bin,reg_alpha,colsample_bytree,subsample,gamma,loss
4.0,0.31,0.7848101265822784,0.4444444444444444,0.4904214559386973,0.22342452986814082,100.0,51.70888985805425,0.8,0.03902401053235629,3.3978762891830017,0.8109302162163288
6.0,0.16847826086956522,0.7848101265822784,0.2774049217002237,0.31701631701631705,0.07315543791600813,26.0,30.513055310807836,0.8,0.23398862922468724,24.645270501289897,1.2822770290085321
12.0,0.40789473684210525,0.3924050632911392,0.39999999999999997,0.43606557377049177,0.26932366146262127,94.0,90.79510003513315,0.8,0.0038599189640644454,25.01437643237218,0.9162907318741551
12.0,0.1297709923664122,0.8607594936708861,0.22553897180762852,0.22204014748054077,0.24615912451420247,66.0,83.65926756777542,0.9,0.18907391748966754,14.895143091680456,1.4892623109911334
8.0,0.84,0.5316455696202531,0.6511627906976744,0.708256880733945,0.18045511879474616,36.0,98.45700112395156,0.8,0.008368259011631211,12.342924835668788,0.4289956055183586
6.0,0.33497536945812806,0.8607594936708861,0.48226950354609927,0.42692939244663375,0.18033112633863513,72.0,43.395722485266425,0.8,0.04811514932034167,8.518734542506158,0.7292521852020616
12.0,0.25301204819277107,0.7974683544303798,0.3841463414634146,0.4051204819277109,0.06548966319945002,96.0,94.665285324732,0.8,0.18922479591621638,19.55679262613446,0.9567317014326658
12.0,0.8461538461538461,0.8354430379746836,0.840764331210191,0.8159203980099502,0.048026841415408465,80.0,46.76615688366558,1.0,0.024617661892123253,28.040432204058256,0.17344388276193728
6.0,0.18840579710144928,0.8227848101265823,0.30660377358490565,0.297719087635054,0.2524592955712646,64.0,51.87758589786844,0.8,0.07129136177606964,12.680391224040116,1.1821990047763753
12.0,0.484375,0.7848101265822784,0.5990338164251208,0.6278787878787878,0.03169345928428846,50.0,58.772869204590826,0.8,0.09190266459055989,14.200964631597795,0.5124372276603322
6.0,0.34196891191709844,0.8354430379746836,0.4852941176470589,0.46111619396157355,0.1322696586026005,62.0,99.74980735960905,0.9,0.029186348813483077,11.693484557446222,0.7230001437096264
8.0,0.8148148148148148,0.8354430379746836,0.825,0.8102073365231259,0.15775322934172628,34.0,66.86868945779783,1.0,0.04879715666087722,13.503860623658108,0.19237189264745613
4.0,0.34615384615384615,0.7974683544303798,0.48275862068965525,0.4870067372473532,0.3675014136371122,38.0,95.57389239297457,1.0,0.05481120994044684,26.83035649659075,0.7282385003712153
10.0,0.2669491525423729,0.7974683544303798,0.4,0.3736799350121852,0.20295272120747515,60.0,19.575644249854612,0.8,0.030561288059041618,3.7211329139559544,0.916290731874155
12.0,0.17678100263852242,0.8481012658227848,0.29257641921397376,0.28125,0.19037686386775773,80.0,70.01621590266284,0.8,0.045864111531526634,17.408758660964722,1.2290293841632738
10.0,0.7790697674418605,0.8481012658227848,0.812121212121212,0.7872340425531914,0.019012675946622218,88.0,50.39235296202762,1.0,0.05116569055578999,15.427129786073507,0.20810567394966936
12.0,0.11774461028192372,0.8987341772151899,0.20821114369501467,0.18596612512962324,0.156111754349669,14.0,87.34779909048146,0.9,0.14369817630857953,18.535570716659794,1.5692026002422013
8.0,0.6283185840707964,0.8987341772151899,0.7395833333333333,0.7490729295426454,0.059098331918427255,64.0,34.567291441414454,1.0,0.18901081413602921,5.679284252102703,0.3016683144265209
12.0,0.7671232876712328,0.7088607594936709,0.736842105263158,0.7654723127035831,0.034349944086839106,70.0,67.70023695247636,0.8,0.05038753100599071,16.011269929853878,0.30538164955118174
12.0,0.6746987951807228,0.7088607594936709,0.691358024691358,0.6946454413892909,0.05541017435083764,22.0,79.18702511147366,0.7000000000000001,0.034309708724895006,26.589518020771287,0.3690974639372896
14.0,0.8548387096774194,0.6708860759493671,0.7517730496453902,0.8067226890756302,0.10962015712674396,44.0,66.53106970404052,1.0,0.015098171805934138,21.86169569971962,0.285320796266101
14.0,0.8181818181818182,0.6835443037974683,0.7448275862068965,0.8288590604026844,0.09439406488237367,80.0,11.00494864413816,1.0,0.01719628649332087,29.29204777182667,0.2946025152963548
10.0,0.9056603773584906,0.6075949367088608,0.7272727272727274,0.6730401529636711,0.041227289103789734,12.0,40.49358613724351,0.9,0.008662631375083192,8.425728510347732,0.3184537311185344
8.0,0.8382352941176471,0.7215189873417721,0.7755102040816326,0.8213058419243986,0.0252494941326892,26.0,75.18638566069741,1.0,0.015423126775252918,21.948281791185153,0.25423413838424086
10.0,0.23333333333333334,0.8860759493670886,0.3693931398416887,0.3358208955223881,0.048617277628168795,54.0,61.45564933743876,0.9,0.34735918618127143,0.6344696793233915,0.9958937824731219
8.0,0.6071428571428571,0.6455696202531646,0.6257668711656441,0.6045801526717557,0.3601841107517228,40.0,29.071351832684098,0.7000000000000001,0.0038879117850252596,29.88915587271101,0.4687773875224914
14.0,0.8142857142857143,0.7215189873417721,0.7651006711409395,0.8446601941747574,0.09516609279242948,80.0,44.56697953196128,1.0,0.024317379451573702,8.250226765136789,0.2677478575509638
10.0,0.8068181818181818,0.8987341772151899,0.8502994011976047,0.7794117647058825,0.019379869414365418,30.0,19.084526326431252,1.0,0.1100823792645316,10.72394482043114,0.16216675481549445
10.0,0.6593406593406593,0.759493670886076,0.7058823529411765,0.6370157819225251,0.02207233819824527,50.0,12.721105547614606,0.9,0.10547466802392899,10.343747740429018,0.3483066942682157
14.0,0.8360655737704918,0.6455696202531646,0.7285714285714285,0.7593220338983052,0.02710934672090439,18.0,20.58546082866294,1.0,0.009481284908181604,3.845123970202403,0.31666960932503324
10.0,0.4883720930232558,0.7974683544303798,0.6057692307692307,0.5587301587301587,0.019276403650320493,88.0,17.129089793585823,0.9,0.31802238137295136,0.6631372790047099,0.50125617274984
14.0,0.6938775510204082,0.8607594936708861,0.768361581920904,0.7255689424364122,0.040608936489054295,30.0,28.121425247377655,1.0,0.1085378148182264,21.10908242077496,0.2634948468377771
10.0,0.7887323943661971,0.7088607594936709,0.7466666666666666,0.7015873015873015,0.07731799654490079,46.0,34.571296750169196,0.7000000000000001,0.022141811498828694,7.072108432348349,0.2921364228011613
12.0,0.8225806451612904,0.6455696202531646,0.723404255319149,0.8159722222222222,0.03173843671644122,74.0,22.960749798125047,1.0,0.005472322094608352,25.490696348880284,0.32378707709389715
14.0,0.5765765765765766,0.810126582278481,0.6736842105263158,0.6174863387978142,0.04464800498292342,98.0,48.4331449301548,0.9,0.07623601299721383,9.809968319513432,0.394993808240869
10.0,0.9384615384615385,0.7721518987341772,0.8472222222222223,0.7958833619210979,0.023864795329528104,90.0,57.36830347708377,1.0,0.01090009603690735,5.644016933665121,0.16579225484274396
8.0,0.88,0.5569620253164557,0.6821705426356589,0.66015625,0.02234125704346693,30.0,59.234034951854255,0.9,0.0025651748469812472,6.030841455604237,0.38247558988346564
4.0,0.9508196721311475,0.7341772151898734,0.8285714285714285,0.7993079584775086,0.018538712516834772,92.0,74.57298143158692,1.0,0.011578447399378824,1.78314144783318,0.18805223150293973
6.0,0.7654320987654321,0.7848101265822784,0.7749999999999999,0.7617504051863856,0.0362636756602472,18.0,54.4864094016089,1.0,0.005696087443165933,4.9668326719998275,0.25489224962879015
8.0,0.8571428571428571,0.6075949367088608,0.7111111111111111,0.7272727272727272,0.027421204152582646,58.0,36.11047049274078,0.9,0.002759856009894389,2.182803824097883,0.3409265869705932
10.0,0.6701030927835051,0.8227848101265823,0.7386363636363636,0.6311111111111112,0.022620568082378667,42.0,39.88564252098733,0.9,0.00611311984650579,10.969915973909842,0.30294954458256934
8.0,0.7373737373737373,0.9240506329113924,0.8202247191011236,0.7468879668049793,0.06645951827456,54.0,25.10469337952059,1.0,0.13541633546806933,13.22959548849472,0.1981769285837487
6.0,0.29107981220657275,0.7848101265822784,0.4246575342465753,0.46011754827875734,0.027969846123847068,48.0,82.1050594369108,1.0,0.26572630369141037,6.943182748591639,0.8564722366632449
10.0,0.8787878787878788,0.7341772151898734,0.8,0.6678899082568807,0.0545942957687141,34.0,61.09150919724386,0.9,0.003523448196759403,9.543623175167157,0.2231435513142097
12.0,0.8541666666666666,0.5189873417721519,0.6456692913385826,0.6890130353817505,0.018459910014320815,68.0,14.957239046990985,0.7000000000000001,0.012275927378036502,11.577693857721243,0.43746783919433824
10.0,0.6804123711340206,0.8354430379746836,0.75,0.7740112994350283,0.03684014114642225,76.0,90.5398311964158,1.0,0.07711588050274436,2.7775842424093558,0.2876820724517809
8.0,0.7432432432432432,0.6962025316455697,0.7189542483660132,0.7588532883642496,0.02057448434462241,86.0,54.127009659513405,0.8,0.018774554334418787,14.571290853483532,0.3299575556000191
4.0,0.8205128205128205,0.810126582278481,0.8152866242038216,0.8070739549839229,0.030467661512543227,100.0,41.030740965154386,1.0,0.036440739538003385,16.696059932635368,0.20421554142869097
6.0,0.5284552845528455,0.8227848101265823,0.6435643564356436,0.6522842639593909,0.27848330604537513,24.0,74.0592646177103,1.0,0.06482583308728328,4.697496878103024,0.4407332469456223
10.0,0.26953125,0.8734177215189873,0.41194029850746267,0.3948170731707317,0.13863055504934005,30.0,64.90340143808237,0.9,0.1691483089154118,12.500819862291122,0.8868768466678618
12.0,0.8507462686567164,0.7215189873417721,0.7808219178082193,0.7617391304347827,0.024474450594533192,94.0,45.62683181309277,0.8,0.04057075291027454,6.9608756027833785,0.24740817331384082
12.0,0.8787878787878788,0.7341772151898734,0.8,0.7964912280701754,0.06854702821735734,10.0,31.884679559739627,1.0,0.007350616274855124,18.670908701582356,0.2231435513142097
8.0,0.14168377823408623,0.8734177215189873,0.2438162544169611,0.21974390747624947,0.11764029111692151,18.0,50.96363824832252,0.9,0.2235794520441195,14.144984060923484,1.4113403930459785
12.0,0.7590361445783133,0.7974683544303798,0.7777777777777778,0.8018720748829954,0.05900961517993791,38.0,71.11795516297087,1.0,0.027620353789466052,23.45926043788429,0.25131442828090605
6.0,0.32989690721649484,0.810126582278481,0.4688644688644688,0.4419983065198984,0.04769610554968331,58.0,56.60580270120545,0.8,0.05846640374323199,9.082250188670187,0.7574415312653426
10.0,0.8205128205128205,0.810126582278481,0.8152866242038216,0.782608695652174,0.033182030197831815,64.0,79.21410352189947,0.9,0.012046053033555227,0.08211949718836564,0.20421554142869097
8.0,0.8103448275862069,0.5949367088607594,0.6861313868613138,0.6704545454545454,0.08441176632338343,84.0,37.51154779983652,0.7000000000000001,0.003986139800888503,19.97244007506344,0.37668614355812113
10.0,0.8333333333333334,0.759493670886076,0.7947019867549668,0.833063209076175,0.04098210984660453,14.0,95.23694065739714,1.0,0.02091620180653531,7.712850570617141,0.2297880940328784
12.0,0.6120689655172413,0.8987341772151899,0.7282051282051282,0.6932270916334662,0.020633764860294376,70.0,63.87392698591116,1.0,0.10204026172883648,17.58976382687368,0.3171725009624861
14.0,0.39156626506024095,0.8227848101265823,0.5306122448979592,0.5447236180904523,0.024549173195026593,22.0,85.90423381567545,1.0,0.12508539708707847,16.005577799917354,0.6337237600891445
10.0,0.8309859154929577,0.7468354430379747,0.7866666666666666,0.7657342657342658,0.23583554081279734,34.0,47.90844447335749,0.9,0.00987574806879299,10.716661896040504,0.23995066963059103
6.0,0.11899791231732777,0.7215189873417721,0.2043010752688172,0.19064748201438847,0.3154338469060462,52.0,10.038932379921937,0.8,0.031009505901655566,5.866841628586583,1.5881605139868156
8.0,0.5581395348837209,0.6075949367088608,0.5818181818181818,0.6828571428571428,0.08761299855149259,76.0,69.53886834684141,0.9,0.04341691261286343,1.3540233810561553,0.5415972824327444
12.0,0.84375,0.6835443037974683,0.7552447552447552,0.7486238532110092,0.10370552646712448,46.0,31.80925597547807,1.0,0.004767215052103504,3.64175559847292,0.28071340313568766
10.0,0.9074074074074074,0.620253164556962,0.7368421052631579,0.7177570093457945,0.02959110766231227,28.0,26.104210242348202,1.0,0.007222247333057955,4.773452201155694,0.3053816495511819
14.0,0.8243243243243243,0.7721518987341772,0.7973856209150328,0.8026981450252951,0.038201360708638624,92.0,42.71609792859613,1.0,0.01553646584384266,28.683174904675834,0.2264168766591787
12.0,0.8923076923076924,0.7341772151898734,0.8055555555555556,0.7554806070826307,0.04755315090851502,82.0,19.851007972536372,1.0,0.014089018514699724,22.940445185597227,0.21622310846963594
12.0,0.8666666666666667,0.8227848101265823,0.8441558441558442,0.8038585209003215,0.0338408174835641,98.0,56.97528173650173,1.0,0.028087318322418238,11.89208241969023,0.16941815195804666
12.0,0.6842105263157895,0.8227848101265823,0.7471264367816093,0.776978417266187,0.052576793728580436,98.0,56.749799081705504,1.0,0.08831265317097996,11.732719198167453,0.2915208487589465
10.0,0.9344262295081968,0.7215189873417721,0.8142857142857143,0.8313856427378965,0.020448785861253763,90.0,51.932091334191824,1.0,0.02605880775639561,15.192756627076104,0.20544397421480884
14.0,0.8481012658227848,0.8481012658227848,0.8481012658227848,0.8064000000000001,0.024761982590715114,96.0,62.180433328555175,1.0,0.03289860867897413,13.335437840182994,0.16475523307605547
14.0,0.7682926829268293,0.7974683544303798,0.782608695652174,0.8140243902439025,0.02356255403370431,78.0,62.57845144272258,1.0,0.06216769179993825,13.267655330364656,0.24512245803298496
14.0,0.5,0.9113924050632911,0.6457399103139013,0.5846501128668171,0.043678163423524444,94.0,71.67730202401171,1.0,0.16429695930693808,8.625806997642202,0.4373584718841182
4.0,0.8571428571428571,0.6835443037974683,0.7605633802816901,0.7508771929824563,0.028379292502039112,72.0,79.59005106425361,0.9,0.018041256298429488,10.121054901554318,0.27369583047704105
8.0,0.8333333333333334,0.8860759493670886,0.8588957055214723,0.8025078369905956,0.025767640668371176,84.0,76.55549733319305,1.0,0.03281708990896641,7.690989097572595,0.15210777819745813
4.0,0.7741935483870968,0.9113924050632911,0.8372093023255814,0.771513353115727,0.02617708136152763,60.0,88.91890177410617,1.0,0.050111182963890916,7.7096545914861405,0.17768117723745236
6.0,0.7976190476190477,0.8481012658227848,0.8220858895705523,0.813614262560778,0.07596947605651388,84.0,76.759013325068,1.0,0.03474292795314885,16.95137727754829,0.1959104008558508
8.0,0.4642857142857143,0.8227848101265823,0.593607305936073,0.5516458569807037,0.018549361716981492,68.0,82.93918606809956,0.9,0.08577228883122802,13.890308442578778,0.5215372793609184
6.0,0.22916666666666666,0.8354430379746836,0.35967302452316074,0.36182902584493043,0.021176530734987254,96.0,60.754544820446135,1.0,0.22722372849200584,20.182793814320387,1.0225599254681994
6.0,0.37777777777777777,0.8607594936708861,0.525096525096525,0.5329512893982807,0.025987832682292576,86.0,67.78553709247608,1.0,0.2759596313361798,18.608161470896636,0.6441731759634859
8.0,0.8305084745762712,0.620253164556962,0.7101449275362318,0.77834179357022,0.031101183908177,42.0,93.11550856110173,0.9,0.022794554425590155,11.052313505032862,0.3422862064866329
8.0,0.8181818181818182,0.7974683544303798,0.8076923076923078,0.7980922098569158,0.20880925219044905,100.0,65.54410731865254,1.0,0.031705026461943495,12.724873426550774,0.2135741002980589
4.0,0.45588235294117646,0.7848101265822784,0.5767441860465117,0.5588865096359744,0.06220925825815323,56.0,86.67957112287854,0.9,0.07198754795653851,15.825669593256588,0.5503564625226258
8.0,0.6,0.8734177215189873,0.7113402061855671,0.6848249027237353,0.03863094351610998,62.0,97.64850411217596,1.0,0.12611942357977454,14.811053245481018,0.34060447390612325
6.0,0.875,0.7974683544303798,0.8344370860927153,0.7791798107255521,0.16090619593406558,66.0,73.59331845646734,1.0,0.03889891283869689,9.244965461243652,0.1809979298634463
14.0,0.8428571428571429,0.7468354430379747,0.7919463087248322,0.7844408427876823,0.019261137931493314,38.0,77.27580986888063,0.9,0.044006917325857,6.556548557731356,0.23326168147979442
8.0,0.6634615384615384,0.8734177215189873,0.7540983606557375,0.7002881844380403,0.035331673447184145,74.0,99.5563034782667,0.8,0.05481427941370907,17.738460418975382,0.28223246768421645
8.0,0.7625,0.7721518987341772,0.7672955974842767,0.7380191693290735,0.03254497965122739,50.0,81.73341813044745,0.7000000000000001,0.02031959620581052,2.8004522434389774,0.26488315748697505
10.0,0.35195530726256985,0.7974683544303798,0.48837209302325585,0.514946962391514,0.022384137550292026,88.0,84.6776632860877,1.0,0.15491480936264715,7.827806585920147,0.7166776779701394
