iter	Passed	Remaining
403	10195	15041
404	10220	15015
405	10242	14984
406	10267	14959
407	10293	14935
408	10317	14909
409	10342	14883
410	10367	14857
411	10393	14833
412	10418	14807
413	10443	14783
414	10469	14757
415	10494	14732
416	10519	14707
417	10545	14682
418	10570	14656
419	10595	14632
420	10622	14608
421	10647	14583
422	10667	14551
423	10694	14527
424	10720	14503
425	10745	14478
426	10769	14452
427	10793	14425
428	10819	14400
429	10844	14375
430	10870	14351
431	10895	14325
432	10920	14299
433	10944	14272
434	10967	14245
435	10991	14218
436	11016	14192
437	11041	14167
438	11067	14142
439	11092	14118
440	11118	14093
441	11145	14070
442	11171	14045
443	11197	14022
444	11223	13998
445	11249	13974
446	11275	13949
447	11300	13923
448	11323	13895
449	11348	13870
450	11372	13843
451	11397	13818
452	11421	13791
453	11446	13765
454	11472	13741
455	11496	13714
456	11519	13687
457	11544	13661
458	11568	13635
459	11591	13607
460	11616	13582
461	11642	13558
462	11667	13532
463	11692	13506
464	11720	13484
465	11745	13459
466	11772	13436
467	11798	13412
468	11824	13387
469	11850	13362
470	11876	13339
471	11902	13314
472	11926	13288
473	11952	13263
474	11978	13239
475	12003	13213
476	12027	13187
477	12052	13162
478	12077	13136
479	12102	13110
480	12125	13083
481	12152	13059
482	12176	13033
483	12200	13007
484	12225	12981
485	12251	12956
486	12275	12930
487	12300	12905
488	12325	12879
489	12350	12854
490	12376	12830
491	12400	12804
492	12424	12777
493	12449	12752
494	12474	12726
495	12500	12701
496	12524	12675
497	12550	12650
498	12575	12625
499	12601	12601
500	12643	12592
501	12669	12568
502	12696	12545
503	12721	12519
504	12745	12493
505	12770	12468
506	12795	12442
507	12819	12416
508	12844	12390
509	12867	12363
510	12892	12336
511	12917	12311
512	12943	12287
513	12966	12260
514	12990	12233
515	13015	12208
516	13041	12183
517	13065	12157
518	13089	12130
519	13113	12105
520	13139	12080
521	13164	12054
522	13190	12030
523	13214	12004
524	13240	11979
525	13265	11954
526	13291	11929
527	13317	11905
528	13344	11881
529	13370	11857
530	13396	11832
531	13421	11807
532	13447	11782
533	13472	11756
534	13496	11730
535	13520	11704
536	13544	11678
537	13566	11649
538	13591	11624
539	13617	11599
540	13640	11573
541	13666	11548
542	13690	11522
543	13716	11497
544	13740	11471
545	13764	11445
546	13792	11422
