iter	F1	Logloss
216	0.9999258138	0.000894397137
217	0.9999258138	0.0008864086088
218	0.9999285612	0.0008746518405
219	0.9999285612	0.0008691830623
220	0.9999285612	0.0008591343664
221	0.9999285612	0.0008477815115
222	0.9999285612	0.0008406495309
223	0.9999285612	0.0008362949676
224	0.9999285612	0.0008281089613
225	0.9999258138	0.0008205436004
226	0.9999285612	0.0008157580009
227	0.9999285612	0.000808840492
228	0.9999285612	0.0008016789607
229	0.9999285612	0.0007982002827
230	0.9999285612	0.0007880702181
231	0.9999285612	0.0007840033752
232	0.9999285612	0.000781239268
233	0.9999285612	0.0007775358216
234	0.9999285612	0.0007705810605
235	0.9999313087	0.0007660797491
236	0.9999313087	0.0007596182228
237	0.9999313087	0.0007534406498
238	0.9999313087	0.0007495494359
239	0.9999313087	0.0007420420878
240	0.9999313087	0.0007338733263
241	0.9999340562	0.0007258745852
242	0.9999340562	0.0007229063867
243	0.9999340562	0.0007168139494
244	0.9999340562	0.0007116333099
245	0.9999340562	0.0007041768592
246	0.9999395511	0.0006965465791
247	0.9999422987	0.0006854875137
248	0.9999395511	0.0006753582444
249	0.9999395511	0.0006720988097
250	0.9999395511	0.0006682954104
251	0.9999395511	0.0006569339331
252	0.9999395511	0.0006545315064
253	0.9999395511	0.0006503977352
254	0.9999422987	0.0006479492665
255	0.9999422987	0.0006389682833
256	0.9999422987	0.0006323438104
257	0.9999422987	0.0006286084695
258	0.9999422987	0.0006205221649
259	0.9999422987	0.000613029341
260	0.9999422987	0.0006089031039
261	0.9999422987	0.0006052671717
262	0.9999422987	0.0005936715084
263	0.9999422987	0.0005892926685
264	0.9999422987	0.0005846365723
265	0.9999422987	0.0005814559112
266	0.9999395511	0.000576080933
267	0.9999395511	0.0005715425368
268	0.9999422987	0.0005693878157
269	0.9999422987	0.0005651723829
270	0.9999450462	0.0005604843504
271	0.9999477937	0.0005568022506
272	0.9999477937	0.000554267265
273	0.9999450462	0.0005498556934
274	0.9999450462	0.0005445735106
275	0.9999450462	0.0005408736219
276	0.9999450462	0.0005380908469
277	0.9999450462	0.0005329352376
278	0.9999477937	0.0005272149029
279	0.9999477937	0.0005221774958
280	0.9999477937	0.0005204790503
281	0.9999477937	0.0005172516357
282	0.9999477937	0.0005112261685
283	0.9999477937	0.0005088234069
284	0.9999532889	0.0005054570294
285	0.9999532889	0.0005026589768
286	0.9999560365	0.0004956951748
287	0.9999560365	0.0004909608911
288	0.9999560365	0.0004870715189
289	0.9999560365	0.0004852262834
290	0.9999532889	0.0004822743251
291	0.9999560365	0.0004808420022
292	0.9999560365	0.0004754984161
293	0.9999560365	0.0004710908628
294	0.9999560365	0.0004645091671
295	0.9999560365	0.0004632766661
296	0.9999560365	0.0004593291973
297	0.9999560365	0.0004557896602
298	0.9999560365	0.0004518385081
299	0.9999560365	0.000450031906
300	0.9999560365	0.0004481212909
301	0.9999560365	0.0004454940121
302	0.9999560365	0.0004436825546
303	0.9999560365	0.0004415973569
304	0.9999560365	0.0004390338252
305	0.9999560365	0.000438044049
306	0.9999560365	0.0004357608291
307	0.9999560365	0.0004344483826
308	0.9999560365	0.0004331122872
309	0.9999560365	0.0004268474019
310	0.9999560365	0.0004209601861
311	0.9999560365	0.0004180953309
312	0.9999560365	0.0004168745915
313	0.9999560365	0.0004151850196
314	0.9999560365	0.0004119823421
315	0.9999560365	0.0004090301327
316	0.9999560365	0.0004054828522
317	0.9999560365	0.0004019754607
318	0.9999587841	0.0003976121913
319	0.9999587841	0.0003940731564
320	0.9999587841	0.0003909452761
321	0.9999587841	0.0003871854074
322	0.9999587841	0.0003856741852
323	0.9999587841	0.0003845179046
324	0.9999587841	0.0003810815014
325	0.9999587841	0.0003799745275
326	0.9999587841	0.0003787542905
327	0.9999587841	0.0003769666911
328	0.9999615317	0.0003753272631
329	0.9999615317	0.0003747616588
330	0.9999587841	0.0003717755039
331	0.9999615317	0.0003699450856
332	0.9999615317	0.0003678058513
333	0.9999615317	0.0003656770812
334	0.9999615317	0.0003619560551
335	0.9999615317	0.0003585160104
336	0.9999615317	0.0003570786646
337	0.9999615317	0.0003555776973
338	0.9999615317	0.0003537521343
339	0.9999615317	0.0003527547821
340	0.9999615317	0.0003510170336
341	0.9999587841	0.0003493653417
342	0.9999587841	0.0003489234018
343	0.9999615317	0.0003473220002
344	0.9999587841	0.0003459403652
345	0.9999587841	0.0003422012781
346	0.9999587841	0.0003392520405
347	0.9999587841	0.0003366526799
348	0.9999587841	0.0003327807827
349	0.9999587841	0.0003292916615
350	0.9999587841	0.0003273620855
351	0.9999587841	0.0003265386044
352	0.9999587841	0.0003245205651
353	0.9999587841	0.0003212781241
354	0.9999587841	0.0003188522997
355	0.9999587841	0.0003176082046
356	0.9999587841	0.0003172137297
357	0.9999587841	0.0003155640679
358	0.9999587841	0.0003142148715
359	0.9999587841	0.0003129834379
360	0.9999587841	0.0003120895545
361	0.9999587841	0.0003113855104
362	0.9999587841	0.000309903776
363	0.9999587841	0.0003082875783
364	0.9999587841	0.0003069270598
365	0.9999587841	0.0003053309531
366	0.9999587841	0.000303680768
367	0.9999587841	0.0003021197996
368	0.9999587841	0.0003012475141
369	0.9999587841	0.0003009543106
370	0.9999587841	0.0003000329695
371	0.9999587841	0.0002991012898
372	0.9999587841	0.0002969249918
373	0.9999587841	0.0002965090029
374	0.9999615317	0.000295408433
375	0.9999587841	0.0002934923348
376	0.9999587841	0.0002904033599
377	0.9999615317	0.0002897213322
378	0.9999615317	0.0002883060448
379	0.9999615317	0.000287177766
380	0.9999642793	0.0002862846361
381	0.9999642793	0.0002852316987
382	0.999967027	0.0002840785782
383	0.9999642793	0.0002822366703
384	0.999967027	0.0002792052897
385	0.999967027	0.0002781308591
386	0.999967027	0.0002771725589
387	0.9999642793	0.0002732867026
388	0.9999642793	0.0002722226314
389	0.9999642793	0.0002709066062
390	0.9999642793	0.0002702755177
391	0.9999642793	0.0002680178091
392	0.9999642793	0.0002665896509
393	0.9999642793	0.0002660621986
394	0.9999642793	0.0002646197673
395	0.9999642793	0.0002640463986
396	0.9999642793	0.000262001927
397	0.9999642793	0.0002599360878
398	0.999967027	0.0002588601086
399	0.9999642793	0.0002573130365
400	0.9999642793	0.0002568105515
401	0.999967027	0.0002561776422
402	0.9999697747	0.0002551145337
403	0.9999697747	0.0002545722434
404	0.999967027	0.0002541746084
405	0.9999642793	0.0002529769319
406	0.9999642793	0.0002515551776
407	0.999967027	0.000250430938
408	0.999967027	0.0002498587413
409	0.999967027	0.0002496467391
410	0.9999642793	0.0002486830812
411	0.999967027	0.0002475994632
412	0.999967027	0.0002463678412
413	0.999967027	0.0002435143499
414	0.999967027	0.0002429159302
415	0.999967027	0.0002415551816
416	0.9999697747	0.0002401049231
417	0.9999697747	0.0002396423063
418	0.9999697747	0.00023925524
419	0.9999697747	0.0002382002098
420	0.999967027	0.0002374778327
421	0.999967027	0.0002368538178
422	0.999967027	0.000236558103
423	0.999967027	0.0002349352082
424	0.9999697747	0.0002311421265
425	0.9999697747	0.0002297041947
426	0.9999697747	0.0002282419026
427	0.9999697747	0.0002279979013
428	0.9999697747	0.0002276123628
429	0.9999697747	0.0002268364305
430	0.9999697747	0.0002261738869
431	0.9999697747	0.0002245745991
432	0.999967027	0.0002238873603
433	0.9999697747	0.000223553326
434	0.9999725223	0.0002224655223
435	0.9999725223	0.0002222623099
436	0.9999725223	0.0002212122607
437	0.9999725223	0.0002203421307
438	0.9999725223	0.0002200229763
439	0.9999725223	0.0002192406819
440	0.9999725223	0.0002183820206
441	0.99997527	0.0002170163538
442	0.99997527	0.0002139172497
443	0.99997527	0.0002130585046
444	0.99997527	0.0002121110033
445	0.99997527	0.0002115439759
446	0.99997527	0.0002108679336
447	0.99997527	0.0002103087124
448	0.99997527	0.0002097653337
449	0.99997527	0.0002086133853
450	0.9999780178	0.0002076638748
451	0.9999780178	0.0002068003582
452	0.9999780178	0.0002062724664
453	0.9999780178	0.00020490726
454	0.9999780178	0.0002042140358
455	0.9999780178	0.0002039150352
456	0.9999780178	0.0002037254052
457	0.9999780178	0.0002026637408
458	0.9999780178	0.0002019375965
459	0.9999780178	0.00020105627
460	0.9999780178	0.0002004248048
461	0.9999780178	0.0001994032597
462	0.9999780178	0.0001988450848
463	0.9999780178	0.0001981998698
464	0.9999807655	0.0001979538593
465	0.9999807655	0.0001963824059
466	0.9999780178	0.0001951914892
467	0.9999807655	0.0001944739674
468	0.9999807655	0.0001931400905
469	0.9999807655	0.0001922706511
470	0.9999807655	0.0001899360107
471	0.9999807655	0.0001897526801
472	0.9999807655	0.0001888051787
473	0.9999807655	0.0001878773708
474	0.9999807655	0.0001869325483
475	0.9999807655	0.0001859940042
476	0.9999807655	0.0001857760584
477	0.9999807655	0.0001849401251
478	0.9999807655	0.0001840642817
479	0.9999807655	0.0001833983688
480	0.9999807655	0.0001830641042
481	0.9999807655	0.0001826029733
482	0.9999807655	0.0001824625663
483	0.9999807655	0.0001820135108
484	0.9999807655	0.0001817482674
485	0.9999807655	0.00018106557
486	0.9999807655	0.0001803121983
487	0.9999807655	0.0001797151598
488	0.9999807655	0.0001794778764
489	0.9999807655	0.0001792165256
490	0.9999807655	0.0001784802731
491	0.9999807655	0.0001776917629
492	0.9999807655	0.0001773045083
493	0.9999807655	0.0001763363718
494	0.9999807655	0.0001758531407
495	0.9999807655	0.0001748393495
496	0.9999807655	0.0001741184268
497	0.9999807655	0.0001734233609
498	0.9999807655	0.0001724847122
499	0.9999807655	0.0001722882596
500	0.9999807655	0.0001717232831
501	0.9999807655	0.0001710160684
502	0.9999807655	0.0001707929324
503	0.9999807655	0.000169866129
504	0.9999807655	0.0001696133378
505	0.9999807655	0.0001693070647
506	0.9999807655	0.0001688418423
507	0.9999807655	0.000168568552
508	0.9999807655	0.0001680338376
509	0.9999807655	0.0001669616149
510	0.9999807655	0.0001663137524
511	0.9999807655	0.0001659531708
512	0.9999807655	0.0001655176559
513	0.9999807655	0.0001647173213
514	0.9999807655	0.0001640813774
515	0.9999807655	0.0001626535645
516	0.9999807655	0.000161987212
517	0.9999807655	0.0001616621036
518	0.9999807655	0.0001612763244
519	0.9999807655	0.00016097115
520	0.9999807655	0.0001605054044
521	0.9999807655	0.0001601080415
522	0.9999807655	0.0001593314813
523	0.9999807655	0.0001584274583
524	0.999986261	0.0001578141691
525	0.999986261	0.0001566159903
526	0.999986261	0.0001562023558
527	0.999986261	0.0001553041612
528	0.999986261	0.000154806835
529	0.999986261	0.0001540740461
530	0.999986261	0.0001539244725
531	0.999986261	0.0001536000233
532	0.999986261	0.000153073743
533	0.999986261	0.000152791914
534	0.999986261	0.0001525579372
535	0.999986261	0.0001518160131
536	0.999986261	0.0001516798441
537	0.999986261	0.0001515209366
538	0.999986261	0.0001508739427
539	0.999986261	0.0001506246465
540	0.999986261	0.0001500194879
541	0.999986261	0.0001496321915
542	0.999986261	0.0001492130214
543	0.999986261	0.0001482498345
544	0.999986261	0.0001476013965
545	0.999986261	0.0001464380945
546	0.999986261	0.0001455597712
