depth,recall,precison,f1_val,f1_train,learning_rate,l2_leaf_reg,border_count,subsample,grow_policy,loss,cum_loss,precision
7.0,0.8947368421052632,0.8607594936708861,0.8774193548387097,0.958904109589041,0.13164340688657655,37.24941872124435,64.0,0.076692861989642,0,0.13077023118319459,0.10969891725642462,0.8607594936708861
8.0,0.7840909090909091,0.8734177215189873,0.8263473053892215,0.9025787965616046,0.022056962987909465,30.030334179358853,90.0,0.04181550600069137,0,0.19074012725955047,0.10969891725642462,0.8734177215189873
7.0,0.9104477611940298,0.7721518987341772,0.8356164383561644,0.9843749999999999,0.3606154236015933,45.571752563053494,98.0,0.1560863366472922,1,0.17958557697507987,0.10969891725642462,0.7721518987341772
9.0,0.7857142857142857,0.8354430379746836,0.8098159509202455,0.8774373259052924,0.011831020826940713,33.07117594876262,66.0,0.020532379692707596,0,0.21094827822039136,0.10969891725642462,0.8354430379746836
11.0,0.4961832061068702,0.8227848101265823,0.6190476190476191,0.639269406392694,0.05357878928397243,40.306226658277346,38.0,0.01236907754316035,1,0.4795730802618862,0.10969891725642462,0.8227848101265823
4.0,0.1393596986817326,0.9367088607594937,0.24262295081967214,0.24155405405405406,0.006009775249210845,49.90535119564303,50.0,0.022164942710583644,0,1.416246683403242,0.10969891725642462,0.9367088607594937
7.0,0.24521072796934865,0.810126582278481,0.3764705882352941,0.4084411164057182,0.0014148333523699478,44.03762093409466,94.0,0.16096558375227876,2,0.9769153536905899,0.10969891725642462,0.810126582278481
9.0,0.8701298701298701,0.8481012658227848,0.8589743589743589,0.9752321981424148,0.3670954960489787,39.91993800028768,58.0,0.08830087928058372,0,0.15201620729862575,0.10969891725642462,0.8481012658227848
8.0,0.3401015228426396,0.8481012658227848,0.4855072463768116,0.4883303411131059,0.07996177053737259,47.02893335986198,10.0,0.009525459746322443,1,0.7225610657662387,0.10969891725642462,0.8481012658227848
12.0,0.7840909090909091,0.8734177215189873,0.8263473053892215,0.9143686502177069,0.028942176342313067,33.76189033961899,76.0,0.04140272263568061,0,0.19074012725955047,0.10969891725642462,0.8734177215189873
10.0,0.9178082191780822,0.8481012658227848,0.881578947368421,0.967741935483871,0.14073018321957642,21.88082003982012,68.0,0.31578532452640135,2,0.12604072089536505,0.10969891725642462,0.8481012658227848
5.0,0.15454545454545454,0.8607594936708861,0.26204238921001927,0.23929236499068898,0.01272902568556438,34.999241552813714,80.0,0.0029606975269618916,0,1.3392489974298367,0.10969891725642462,0.8607594936708861
6.0,0.7710843373493976,0.810126582278481,0.7901234567901234,0.9064748201438849,0.21402479340104708,26.43630188905431,18.0,0.011495939880286701,1,0.23556607131276697,0.10969891725642462,0.810126582278481
11.0,0.7674418604651163,0.8354430379746836,0.8,0.9130434782608696,0.047903072413789445,16.195759383422804,88.0,0.015952563878449625,2,0.2231435513142097,0.10969891725642462,0.8354430379746836
8.0,0.8831168831168831,0.8607594936708861,0.8717948717948718,0.9647779479326187,0.10587976153781388,44.05421510793049,96.0,0.026228067288387016,0,0.137201121513485,0.10969891725642462,0.8607594936708861
12.0,0.35,0.7974683544303798,0.4864864864864865,0.5735159817351598,0.00036631332988922423,49.55150433016116,70.0,0.18303796792193125,2,0.7205461547480597,0.10969891725642462,0.7974683544303798
7.0,0.37055837563451777,0.9240506329113924,0.5289855072463768,0.509952606635071,0.017882120484231514,39.1456583284976,48.0,0.006940099048388327,1,0.6367942440088136,0.10969891725642462,0.9240506329113924
6.0,0.2838983050847458,0.8481012658227848,0.4253968253968254,0.48036951501154734,0.0019378994008946982,31.389567786709915,60.0,0.0542963608858656,0,0.8547328388747217,0.10969891725642462,0.8481012658227848
9.0,0.8375,0.8481012658227848,0.8427672955974843,0.9516616314199395,0.07304821070642774,35.93200961052047,34.0,0.043496859820929525,1,0.17106440226932013,0.10969891725642462,0.8481012658227848
4.0,0.08254716981132075,0.8860759493670886,0.15102481121898598,0.14670813893208914,0.0006488190583141856,27.06438532994609,86.0,0.06360393474175685,2,1.890311142956551,0.10969891725642462,0.8860759493670886
10.0,0.7191011235955056,0.810126582278481,0.761904761904762,0.8725761772853186,0.006985036612539159,22.257760987138667,40.0,0.03461085915728054,0,0.27193371548364165,0.10969891725642462,0.810126582278481
8.0,0.9041095890410958,0.8354430379746836,0.8684210526315789,0.9874608150470219,0.038381016469176125,17.557287124698682,74.0,0.22256915992749218,1,0.14107859825990562,0.10969891725642462,0.8354430379746836
7.0,0.7444444444444445,0.8481012658227848,0.7928994082840237,0.8653846153846153,0.02357613181549213,47.31987062101692,28.0,0.025911796313198534,1,0.23205891497216205,0.10969891725642462,0.8481012658227848
12.0,0.9402985074626866,0.7974683544303798,0.8630136986301371,0.9782608695652174,0.18525562484343755,13.33974990189379,92.0,0.010273464983663222,0,0.1473247147568583,0.10969891725642462,0.7974683544303798
6.0,0.7857142857142857,0.8354430379746836,0.8098159509202455,0.9025787965616046,0.2979036107365121,42.92625968890517,50.0,0.003908591608462927,2,0.21094827822039136,0.10969891725642462,0.8354430379746836
11.0,0.4088050314465409,0.8227848101265823,0.546218487394958,0.5503875968992248,0.010319627277399,38.27261814172843,70.0,0.016622012938683206,1,0.6047362232158922,0.10969891725642462,0.8227848101265823
9.0,0.7738095238095238,0.8227848101265823,0.7975460122699387,0.8923512747875354,0.06369715219204698,24.833555577148093,22.0,0.004686139303763081,0,0.22621575035117983,0.10969891725642462,0.8227848101265823
5.0,0.49612403100775193,0.810126582278481,0.6153846153846154,0.5878220140515222,0.015277890448964998,48.476261475321515,78.0,0.00750166893530191,1,0.48550781578170077,0.10969891725642462,0.810126582278481
10.0,0.8918918918918919,0.8354430379746836,0.8627450980392156,0.9767441860465117,0.23303774408788394,31.669955093223336,34.0,0.09156511188017885,0,0.14763599880606468,0.10969891725642462,0.8354430379746836
8.0,0.4258064516129032,0.8354430379746836,0.5641025641025641,0.6041896361631753,0.09797107208062879,8.907436373713729,62.0,0.006207321751391473,1,0.5725191927713306,0.10969891725642462,0.8354430379746836
9.0,0.7777777777777778,0.8860759493670886,0.8284023668639053,0.9170305676855895,0.03185342846567792,41.00515166969138,44.0,0.14079376409216415,2,0.18825629231376917,0.10969891725642462,0.8860759493670886
4.0,0.41714285714285715,0.9240506329113924,0.5748031496062992,0.47711781888997085,0.004842052103710929,19.53848160839493,82.0,0.0032657415437330807,0,0.5537276453102001,0.10969891725642462,0.9240506329113924
3.0,0.8313253012048193,0.8734177215189873,0.8518518518518519,0.9692307692307692,0.15839213168117394,46.201434876437794,54.0,0.11594116699784335,1,0.16034265007517937,0.10969891725642462,0.8734177215189873
11.0,0.6601941747572816,0.8607594936708861,0.7472527472527474,0.7845579078455791,0.0026378194537351,35.93789467958327,74.0,0.07551963964531754,0,0.2913518013407432,0.10969891725642462,0.8607594936708861
12.0,0.6039603960396039,0.7721518987341772,0.6777777777777778,0.6786632390745503,0.0010583903442121085,6.279078173400325,58.0,0.014007198438936398,1,0.3889358061569538,0.10969891725642462,0.7721518987341772
10.0,0.6907216494845361,0.8481012658227848,0.7613636363636364,0.8087291399229782,0.003518235892061978,29.158273578703653,88.0,0.04842509361491664,0,0.2726441950872404,0.10969891725642462,0.8481012658227848
8.0,0.8518518518518519,0.8734177215189873,0.8624999999999999,0.9183673469387755,0.04244152050840203,44.20662163272346,66.0,0.033806757316274694,1,0.1479201300766223,0.10969891725642462,0.8734177215189873
11.0,0.8987341772151899,0.8987341772151899,0.8987341772151899,0.9952606635071091,0.025281016177621445,1.059508505474795,52.0,0.2844482575016077,1,0.10676797542570605,0.10676797542570605,0.8987341772151899
11.0,0.8292682926829268,0.8607594936708861,0.8447204968944099,0.9722222222222222,0.025097778375177654,12.764804078299479,50.0,0.2611122195986908,1,0.16874947924841108,0.10676797542570605,0.8607594936708861
10.0,0.8767123287671232,0.810126582278481,0.8421052631578948,0.9473684210526316,0.00833718436644568,11.590374898067411,40.0,0.36405784618260095,1,0.17185025692665915,0.10676797542570605,0.810126582278481
12.0,0.8235294117647058,0.8860759493670886,0.8536585365853657,0.9090909090909091,0.014283100664572074,5.259933959191718,10.0,0.18676363245470634,1,0.15822400521489427,0.10676797542570605,0.8860759493670886
11.0,0.927536231884058,0.810126582278481,0.8648648648648648,0.9952606635071091,0.018306034492894897,1.2204934784537964,30.0,0.2715349209610242,1,0.14518200984449797,0.10676797542570605,0.810126582278481
9.0,0.9558823529411765,0.8227848101265823,0.8843537414965986,0.9936908517350158,0.06037579757034376,49.96150458471231,36.0,0.31028064564091085,1,0.1228981363231539,0.10676797542570605,0.8227848101265823
10.0,0.71,0.8987341772151899,0.7932960893854749,0.8536585365853657,0.009864489725576775,26.840191546823085,52.0,0.20673723830786636,1,0.2315587482394942,0.10676797542570605,0.8987341772151899
12.0,0.75,0.8734177215189873,0.8070175438596491,0.8974358974358974,0.005664361594141091,22.308456275743087,58.0,0.1357566742724886,1,0.2144098713454552,0.10676797542570605,0.8734177215189873
7.0,0.8421052631578947,0.810126582278481,0.8258064516129032,0.9618320610687023,0.11748943192232725,42.9453460905796,46.0,0.06736267584970843,1,0.19139485299962947,0.10676797542570605,0.810126582278481
11.0,0.8607594936708861,0.8607594936708861,0.8607594936708861,0.9473684210526316,0.08639200930915668,16.971087595837897,62.0,0.09820198095217203,2,0.14994014729091476,0.10676797542570605,0.8607594936708861
9.0,0.20249221183800623,0.8227848101265823,0.325,0.35568181818181815,0.004250076218567797,38.58035170737047,42.0,0.02281714442808796,0,1.1239300966523995,0.10676797542570605,0.8227848101265823
8.0,0.8214285714285714,0.8734177215189873,0.8466257668711655,0.9143686502177069,0.05363660348810525,33.86646615115374,16.0,0.03005981192353271,1,0.16649651564955778,0.10676797542570605,0.8734177215189873
10.0,0.9117647058823529,0.7848101265822784,0.8435374149659863,0.967741935483871,0.28699286680096014,48.1871649151002,64.0,0.017564525508061198,1,0.1701510211736995,0.10676797542570605,0.7848101265822784
11.0,0.7976190476190477,0.8481012658227848,0.8220858895705523,0.9502262443438914,0.03750631646339917,2.5554393310333623,56.0,0.008355513146448194,0,0.1959104008558508,0.10676797542570605,0.8481012658227848
6.0,0.5071428571428571,0.8987341772151899,0.6484018264840183,0.6645569620253164,0.006947862099125233,41.092531264564855,96.0,0.1629397575648707,2,0.43324467221524,0.10676797542570605,0.8987341772151899
12.0,0.8974358974358975,0.8860759493670886,0.8917197452229298,0.9417040358744395,0.02819209246971132,21.023734054671294,70.0,0.12020522517253095,1,0.11460338273900386,0.10676797542570605,0.8860759493670886
12.0,0.4533333333333333,0.8607594936708861,0.593886462882096,0.5987124463519313,0.01997078478661151,8.036541244866683,70.0,0.010904598408607802,1,0.5210671178181877,0.10676797542570605,0.8607594936708861
12.0,0.7128712871287128,0.9113924050632911,0.8,0.8885754583921016,0.0020018812913337246,14.511057292222743,78.0,0.30599661664619776,0,0.2231435513142097,0.10676797542570605,0.9113924050632911
5.0,0.1571753986332574,0.8734177215189873,0.26640926640926643,0.272134203168686,0.0006279126082538455,21.051467579919308,84.0,0.08046316862970408,1,1.3227215571022783,0.10676797542570605,0.8734177215189873
12.0,0.8732394366197183,0.7848101265822784,0.8266666666666665,0.973724884080371,0.029193772895928668,0.1490880660723164,68.0,0.11346305354292902,0,0.19035372849121904,0.10676797542570605,0.7848101265822784
11.0,0.8985507246376812,0.7848101265822784,0.8378378378378378,0.9692307692307692,0.16483171517009157,18.336970723007347,92.0,0.01298785595089975,2,0.17693070815907821,0.10676797542570605,0.7848101265822784
3.0,0.42857142857142855,0.7974683544303798,0.5575221238938053,0.594017094017094,0.011917333436751497,23.753849114763394,80.0,0.009354118639532281,1,0.5842530923208079,0.10676797542570605,0.7974683544303798
12.0,0.8552631578947368,0.8227848101265823,0.8387096774193549,0.9797822706065318,0.1265595562126166,2.012204967170785,74.0,0.026011942903387725,0,0.17589066646366416,0.10676797542570605,0.8227848101265823
7.0,0.8470588235294118,0.9113924050632911,0.8780487804878048,0.9603658536585366,0.07584669011210873,14.589640127514704,86.0,0.03869407281435792,1,0.13005312824819792,0.10676797542570605,0.9113924050632911
4.0,0.8,0.8607594936708861,0.829268292682927,0.8974358974358974,0.047491092878481786,6.203381608809492,100.0,0.01883924529524893,0,0.1872115420881462,0.10676797542570605,0.8607594936708861
11.0,0.3701657458563536,0.8481012658227848,0.5153846153846153,0.518095238095238,0.016306415832158496,9.455005122726883,72.0,0.0025421937111123625,1,0.6628418310646165,0.10676797542570605,0.8481012658227848
5.0,0.12667946257197696,0.8354430379746836,0.21999999999999997,0.24146757679180889,0.0074715094849456525,23.399419114557055,60.0,0.060918151935970596,2,1.5141277326297757,0.10676797542570605,0.8354430379746836
9.0,0.9027777777777778,0.8227848101265823,0.8609271523178809,0.9722222222222222,0.021684543028873647,10.913842513100919,76.0,0.2426171444934688,1,0.14974538635934184,0.10676797542570605,0.8227848101265823
12.0,0.37572254335260113,0.8227848101265823,0.5158730158730158,0.49269717624148,0.0005140026967005532,3.9591911291142488,66.0,0.005889943336239341,0,0.661894637055841,0.10676797542570605,0.8227848101265823
10.0,0.9014084507042254,0.810126582278481,0.8533333333333334,0.9782608695652174,0.02632331536669515,25.586714343215057,98.0,0.339435392198794,1,0.15860503017663852,0.10676797542570605,0.810126582278481
8.0,0.14601769911504425,0.8354430379746836,0.2485875706214689,0.2441534144059869,0.0017029998770719237,28.361456505074063,52.0,0.02139298313474365,0,1.391960098655568,0.10676797542570605,0.8354430379746836
6.0,0.2064516129032258,0.810126582278481,0.3290488431876607,0.39561855670103097,0.0010688976488455553,31.527405163033894,82.0,0.17779454101137324,1,1.111549079698829,0.10676797542570605,0.810126582278481
11.0,0.7727272727272727,0.8607594936708861,0.8143712574850299,0.8848314606741573,0.012987278830239595,18.85376689935677,48.0,0.0500701302739044,2,0.2053389266807031,0.10676797542570605,0.8607594936708861
7.0,0.8352941176470589,0.8987341772151899,0.8658536585365854,0.9431137724550898,0.10163291734738436,12.404141896781335,90.0,0.015196078420464523,0,0.1440393702229377,0.10676797542570605,0.8987341772151899
9.0,0.44,0.8354430379746836,0.5764192139737991,0.5675675675675675,0.043922088323144114,20.07670743865691,80.0,0.005131378276418747,1,0.5509200809678688,0.10676797542570605,0.8354430379746836
10.0,0.2080745341614907,0.8481012658227848,0.3341645885286783,0.36167664670658684,0.003034176912954814,7.357243653670086,24.0,0.12217244730350413,1,1.0961216273556578,0.10676797542570605,0.8481012658227848
12.0,0.7926829268292683,0.8227848101265823,0.8074534161490684,0.9025787965616046,0.00922217083802434,21.096753292317743,60.0,0.13489159816112004,0,0.2138699145288805,0.10676797542570605,0.8227848101265823
8.0,0.9210526315789473,0.8860759493670886,0.9032258064516129,0.9319526627218936,0.1830953242607003,16.02920180305253,94.0,0.08315015025260697,1,0.10178269430994236,0.10178269430994236,0.8860759493670886
8.0,0.8780487804878049,0.9113924050632911,0.8944099378881988,0.9921259842519685,0.356534544410035,15.70329584398422,96.0,0.08298435264997413,2,0.11159106540846235,0.10178269430994236,0.9113924050632911
7.0,0.9242424242424242,0.7721518987341772,0.8413793103448275,0.9921259842519685,0.21067228384622694,4.819276597589603,30.0,0.037249378440528634,0,0.17271269768731795,0.10178269430994236,0.7721518987341772
6.0,0.92,0.8734177215189873,0.896103896103896,0.958904109589041,0.2634676053676636,13.602189387414745,94.0,0.04546281098150138,1,0.10969891725642462,0.10178269430994236,0.8734177215189873
6.0,0.9558823529411765,0.8227848101265823,0.8843537414965986,0.9828393135725428,0.2826594242000938,10.439534580614106,94.0,0.10538939015552369,1,0.1228981363231539,0.10178269430994236,0.8227848101265823
4.0,0.9420289855072463,0.8227848101265823,0.8783783783783783,0.9722222222222222,0.2483641819523062,13.882219897842164,42.0,0.05911331752281702,1,0.12967782330853275,0.10178269430994236,0.8227848101265823
6.0,0.9154929577464789,0.8227848101265823,0.8666666666666667,0.9722222222222222,0.1411325488680427,15.625149765870715,36.0,0.06708122414940113,1,0.1431008436406733,0.10178269430994236,0.8227848101265823
8.0,0.9142857142857143,0.810126582278481,0.8590604026845637,0.9224011713030746,0.18418676777698878,9.36177007707488,98.0,0.03279201784344007,0,0.151916042025842,0.10178269430994236,0.810126582278481
5.0,0.8571428571428571,0.759493670886076,0.8053691275167785,0.9813084112149533,0.3319534377605024,18.0554276014429,46.0,0.05283841321461445,1,0.21645456316341322,0.10178269430994236,0.759493670886076
5.0,0.9142857142857143,0.810126582278481,0.8590604026845637,0.9487951807228916,0.08679366941486888,16.711998611917878,32.0,0.047356855158347144,1,0.151916042025842,0.10178269430994236,0.810126582278481
4.0,0.9428571428571428,0.8354430379746836,0.8859060402684563,0.9722222222222222,0.06424579840331654,11.777394645452198,88.0,0.0737371880850449,1,0.12114438335908835,0.10178269430994236,0.8354430379746836
7.0,0.8918918918918919,0.8354430379746836,0.8627450980392156,0.9905660377358491,0.18996480856494527,1.4969428655539636,86.0,0.024488334379016076,2,0.14763599880606468,0.10178269430994236,0.8354430379746836
9.0,0.8552631578947368,0.8227848101265823,0.8387096774193549,0.9603658536585366,0.10901349883860377,32.74218660925203,52.0,0.02881786955736396,0,0.17589066646366416,0.10178269430994236,0.8227848101265823
5.0,0.9384615384615385,0.7721518987341772,0.8472222222222223,0.9968354430379747,0.14609520764946873,7.991190954940215,94.0,0.20918157717325334,1,0.16579225484274396,0.10178269430994236,0.7721518987341772
6.0,0.8805970149253731,0.7468354430379747,0.8082191780821918,0.9828393135725428,0.23209748556681872,5.800071501156475,38.0,0.0439387225838178,1,0.21292199724267166,0.10178269430994236,0.7468354430379747
8.0,0.8292682926829268,0.8607594936708861,0.8447204968944099,0.9117221418234442,0.03352960862581336,29.371894624563446,56.0,0.007452388597305861,0,0.16874947924841108,0.10178269430994236,0.8607594936708861
6.0,0.9836065573770492,0.759493670886076,0.8571428571428572,1.0,0.3238230078567893,3.018877479435794,48.0,0.09911812873805888,1,0.15415067982725822,0.10178269430994236,0.759493670886076
9.0,0.8095238095238095,0.8607594936708861,0.834355828220859,0.9156976744186047,0.09252905802498615,27.656979497137222,12.0,0.012193416252065815,2,0.18109531507071025,0.10178269430994236,0.8607594936708861
7.0,0.8666666666666667,0.8227848101265823,0.8441558441558442,0.973724884080371,0.06904627967487328,6.94856349970213,20.0,0.0874616532432232,1,0.16941815195804666,0.10178269430994236,0.8227848101265823
8.0,0.8933333333333333,0.8481012658227848,0.8701298701298702,0.9531013615733737,0.12017417296528696,34.84456274970643,76.0,0.27799052403469543,0,0.1391128024627177,0.10178269430994236,0.8481012658227848
9.0,0.8227848101265823,0.8227848101265823,0.8227848101265823,0.9388971684053652,0.047679624354048364,4.384940574286919,68.0,0.00957303578349031,0,0.1950605825713843,0.10178269430994236,0.8227848101265823
4.0,0.9315068493150684,0.8607594936708861,0.8947368421052632,0.9968354430379747,0.16937884880421344,0.3987104330048332,26.0,0.055601320225631155,1,0.11122563511022437,0.10178269430994236,0.8607594936708861
3.0,0.7640449438202247,0.8607594936708861,0.8095238095238095,0.9237536656891495,0.05522447703645991,22.891750399628794,44.0,0.15846070866163428,1,0.2113090936672069,0.10178269430994236,0.8607594936708861
10.0,0.8181818181818182,0.9113924050632911,0.8622754491017964,0.9051724137931035,0.08055389398021874,24.771253446103525,92.0,0.020011425282492164,2,0.14818051284075445,0.10178269430994236,0.9113924050632911
7.0,0.875,0.8860759493670886,0.8805031446540881,0.9859154929577464,0.25964728435743356,25.839317508317908,64.0,0.1860700773601039,1,0.1272617796109272,0.10178269430994236,0.8860759493670886
5.0,0.3244444444444444,0.9240506329113924,0.4802631578947367,0.48292295472597296,0.005347916345011546,13.237072528411087,84.0,0.03900653213632779,1,0.7334210796978855,0.10178269430994236,0.9240506329113924
6.0,0.6697247706422018,0.9240506329113924,0.7765957446808511,0.7645631067961165,0.00628330266962909,9.899675361748997,90.0,0.07294914119155735,1,0.25283534112161266,0.10178269430994236,0.9240506329113924
8.0,0.810126582278481,0.810126582278481,0.810126582278481,0.9012875536480687,0.03598383186417093,36.842370859117594,78.0,0.016894193302026524,0,0.21056476910734964,0.10178269430994236,0.810126582278481
6.0,0.9014084507042254,0.810126582278481,0.8533333333333334,1.0,0.21508238736177937,19.422019830987615,40.0,0.3654869258548017,1,0.15860503017663852,0.10178269430994236,0.810126582278481
10.0,0.40522875816993464,0.7848101265822784,0.5344827586206896,0.6673728813559321,0.0003479036050634518,32.57155979246458,72.0,0.2384148430480827,0,0.6264558060612732,0.10178269430994236,0.7848101265822784
7.0,0.16449086161879894,0.7974683544303798,0.27272727272727265,0.31619679380873406,0.0038503710152862306,14.706906797777581,54.0,0.032447363486382864,1,1.299282984130261,0.10178269430994236,0.7974683544303798
3.0,0.09645390070921986,0.8607594936708861,0.173469387755102,0.1959731543624161,0.0009198139675298568,17.239639240550062,98.0,0.20346888770977264,1,1.751754134614356,0.10178269430994236,0.8607594936708861
5.0,0.9054054054054054,0.8481012658227848,0.8758169934640523,0.9968354430379747,0.058745320758178655,8.383244812087211,58.0,0.15173223416920212,1,0.1325981214415241,0.10178269430994236,0.8481012658227848
4.0,0.08616187989556136,0.8354430379746836,0.15621301775147928,0.17353579175704992,0.0024589987038685654,11.190140256867485,62.0,0.0444981623469944,1,1.8565347047708032,0.10178269430994236,0.8354430379746836
6.0,0.9041095890410958,0.8354430379746836,0.8684210526315789,0.9843749999999999,0.3638365757074187,7.013970954033825,100.0,0.14297336641728509,1,0.14107859825990562,0.10178269430994236,0.8354430379746836
9.0,0.5043478260869565,0.7341772151898734,0.5979381443298968,0.6002522068095838,0.01607401730490049,30.48023758414748,82.0,0.006257278469299375,2,0.5142679679569637,0.10178269430994236,0.7341772151898734
7.0,0.8873239436619719,0.7974683544303798,0.8400000000000001,0.9782608695652174,0.02019733074537803,12.016928196998157,90.0,0.09149073543491619,1,0.17435338714477766,0.10178269430994236,0.7974683544303798
5.0,0.9558823529411765,0.8227848101265823,0.8843537414965986,0.9936908517350158,0.14509298081284572,15.722384002384029,66.0,0.2905990551229985,1,0.1228981363231539,0.10178269430994236,0.8227848101265823
6.0,0.7682926829268293,0.7974683544303798,0.782608695652174,0.9278350515463918,0.024197976239913755,5.275930017613403,76.0,0.02830442902800421,1,0.24512245803298496,0.10178269430994236,0.7974683544303798
