precision,recall,thresholds
0.0017204452090867595,1.0,1.8551791426582615e-11
0.0017204754130018785,1.0,2.7295804181638e-11
0.001720505617977528,1.0,3.027642279724792e-11
0.0017205358240137644,1.0,3.64140190831976e-11
0.001720566031110643,1.0,3.76017480769088e-11
0.0017205962392682198,1.0,3.939430759617007e-11
0.0017206264484865511,1.0,7.19792134861935e-11
0.0017206566587656923,1.0,1.0577960876636619e-10
0.0017206868701056994,1.0,1.333917187829751e-10
0.0017207170825066283,1.0,1.4570414912745823e-10
0.001720747295968535,1.0,1.692426656530324e-10
0.0017207775104914752,1.0,1.8254020798576811e-10
0.0017208077260755048,1.0,1.9129212127789908e-10
0.00172083794272068,1.0,1.929065691787587e-10
0.0017208681604270564,1.0,1.9549258569777904e-10
0.0017208983791946898,1.0,2.131478527918303e-10
0.0017209285990236365,1.0,2.377169637668869e-10
0.0017209588199139521,1.0,2.6827160246503875e-10
0.0017209890418656926,1.0,2.7695816584804613e-10
0.001721019264878914,1.0,2.8203351192268526e-10
0.0017210494889536721,1.0,2.862014665687402e-10
0.001721079714090023,1.0,3.228494441749395e-10
0.0017211099402880225,1.0,3.3154065413933227e-10
0.0017211401675477265,1.0,3.4119322800808245e-10
0.0017211703958691911,1.0,3.5114185441066047e-10
0.001721200625252472,1.0,4.2467224572740114e-10
0.0017212308556976254,1.0,4.261234350134641e-10
0.0017212610872047072,1.0,4.568639862069058e-10
0.0017212913197737732,1.0,4.795184423919811e-10
0.0017213215534048795,1.0,5.037759821384212e-10
0.0017213517880980819,1.0,5.462168238692353e-10
0.0017213820238534366,1.0,5.579335038490968e-10
0.0017214122606709994,1.0,5.591835999219459e-10
0.0017214424985508264,1.0,5.629492608906781e-10
0.0017214727374929735,1.0,5.644226421079247e-10
0.0017215029774974968,1.0,6.076241041791852e-10
0.001721533218564452,1.0,6.300419665785426e-10
0.0017215634606938955,1.0,6.399062772918176e-10
0.001721593703885883,1.0,6.666393946586994e-10
0.0017216239481404705,1.0,6.889734243715613e-10
0.001721654193457714,1.0,6.929188817210256e-10
0.0017216844398376698,1.0,7.001916253161678e-10
0.0017217146872803935,1.0,7.093044364715444e-10
0.0017217449357859415,1.0,7.302264335564753e-10
0.0017217751853543695,1.0,7.54222768700938e-10
0.0017218054359857337,1.0,7.54826357438264e-10
0.0017218356876800899,1.0,7.554492937446047e-10
0.0017218961942580032,1.0,8.408163033277098e-10
0.0017219264491416723,1.0,9.106501950541654e-10
0.0017219567050885578,1.0,9.236058693778962e-10
0.0017219869620987156,1.0,9.31474699670641e-10
0.0017220172201722018,1.0,9.340934192943026e-10
0.0017220474793090725,1.0,9.40638222193783e-10
0.0017220777395093837,1.0,9.429111311010414e-10
0.0017221080007731914,1.0,9.497492241391648e-10
0.0017221382631005518,1.0,9.566083544712325e-10
0.001722168526491521,1.0,9.666865557500724e-10
0.001722198790946155,1.0,9.991941004991818e-10
0.0017222290564645098,1.0,9.995008290173288e-10
0.0017222593230466416,1.0,1.0171382584574099e-09
0.0017222895906926065,1.0,1.0263558356556708e-09
0.0017223198594024604,1.0,1.0315430314110018e-09
0.0017223501291762596,1.0,1.0473933569015002e-09
0.0017223804000140602,1.0,1.0615362898481847e-09
0.0017224106719159183,1.0,1.1260921462696998e-09
0.0017224409448818897,1.0,1.1270111603122863e-09
0.001722471218912031,1.0,1.142820031824546e-09
0.0017225014940063978,1.0,1.150953031628452e-09
0.0017225620473880336,1.0,1.158677972233453e-09
0.0017225923256754144,1.0,1.1680906885677128e-09
0.0017226226050272456,1.0,1.1886970871828548e-09
0.0017226528854435831,1.0,1.1987428005130338e-09
0.0017226831669244832,1.0,1.1997284037132473e-09
0.0017227134494700019,1.0,1.2201227431218128e-09
0.0017227437330801954,1.0,1.2213021695008578e-09
0.00172277401775512,1.0,1.228005544862913e-09
0.0017228043034948316,1.0,1.2500504197408642e-09
0.0017228345902993865,1.0,1.2614475098231549e-09
0.0017228648781688408,1.0,1.2929638786772635e-09
0.0017228951671032506,1.0,1.2935660759865704e-09
0.0017229254571026723,1.0,1.2949266197130354e-09
0.0017229557481671619,1.0,1.3018028205868323e-09
0.0017229860402967756,1.0,1.3113951140997848e-09
0.0017230163334915696,1.0,1.3502615899157493e-09
0.001723076923076923,1.0,1.364041911852488e-09
0.0017231072194675951,1.0,1.4093653374036597e-09
0.001723137516923672,1.0,1.4205281142444406e-09
0.0017231678154452103,1.0,1.422325263002989e-09
0.001723198115032266,1.0,1.4297618266211623e-09
0.0017232284156848954,1.0,1.432634097592736e-09
0.0017232587174031545,1.0,1.4435552115757843e-09
0.0017232890201870998,1.0,1.459221392473799e-09
0.0017233193240367875,1.0,1.4619387844008374e-09
0.0017233496289522738,1.0,1.4966514609425712e-09
0.0017234102419808666,1.0,1.5015111847614801e-09
0.0017234405500940859,1.0,1.5017471112985686e-09
0.0017234708592733284,1.0,1.5074996426497844e-09
0.0017235011695186507,1.0,1.5463039717206013e-09
0.001723531480830109,1.0,1.556368514110941e-09
0.0017235617932077596,1.0,1.5570461172870968e-09
0.0017235921066516586,1.0,1.587053227210842e-09
0.0017236224211618623,1.0,1.6604503704744836e-09
0.001723652736738427,1.0,1.6623388591873566e-09
0.0017236830533814088,1.0,1.70527547327848e-09
0.0017237133710908644,1.0,1.7321515000860308e-09
0.0017237436898668496,1.0,1.7366344904873223e-09
0.001723774009709421,1.0,1.7820792120379914e-09
0.0017238043306186347,1.0,1.7914957965422727e-09
0.001723834652594547,1.0,1.805784249389724e-09
0.0017238649756372143,1.0,1.8066700669693188e-09
0.001723895299746693,1.0,1.806939863902591e-09
0.001723925624923039,1.0,1.8395047477531088e-09
0.001723955951166309,1.0,1.843812128323148e-09
